sold_today,date,prod_id_unique,product_name,expiry_date,product_type,price,weekday,weather,same_prod_type_stock
False,2024-04-04,D_30_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_31_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_32_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_33_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_34_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_35_20240404,D,2024-04-06,食パン,180,木,曇り,42
True,2024-04-04,D_36_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_38_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_40_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_41_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_42_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_43_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_44_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_45_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_47_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_49_20240404,D,2024-04-06,食パン,180,木,曇り,42
False,2024-04-04,D_50_20240404,D,2024-04-06,食パン,180,木,曇り,42
True,2024-04-04,H_14_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_15_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_16_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_17_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_18_20240404,H,2024-04-05,チョコ,190,木,曇り,195
True,2024-04-04,H_19_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_20_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_21_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_22_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_23_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_24_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_25_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_26_20240404,H,2024-04-05,チョコ,190,木,曇り,195
True,2024-04-04,H_27_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_28_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_29_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_30_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_31_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_32_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_33_20240404,H,2024-04-05,チョコ,190,木,曇り,195
True,2024-04-04,H_34_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_35_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_36_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_37_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_39_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_40_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_41_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_42_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_43_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_44_20240404,H,2024-04-05,チョコ,190,木,曇り,195
True,2024-04-04,H_45_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_46_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_47_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_48_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,H_49_20240404,H,2024-04-05,チョコ,190,木,曇り,195
False,2024-04-04,B_52_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_53_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_55_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_56_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_57_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_60_20240404,B,2024-04-05,チョコ,200,木,曇り,195
True,2024-04-04,B_62_20240404,B,2024-04-05,チョコ,200,木,曇り,195
False,2024-04-04,B_69_20240404,B,2024-04-05,チョコ,200,木,曇り,195
True,2024-04-04,G_52_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_53_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_54_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_55_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_56_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_57_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_58_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_59_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_60_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_61_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_62_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_63_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_64_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_65_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_66_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_67_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_68_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_69_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_70_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_71_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_72_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_73_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_74_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_75_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_76_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_77_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_78_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_79_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_80_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_81_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_82_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_83_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_84_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_85_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_86_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_87_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_89_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_90_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_91_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_92_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_93_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_94_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_95_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_96_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_97_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_98_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_99_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,G_100_20240404,G,2024-04-04,クロワッサン,130,木,曇り,48
True,2024-04-04,I_52_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_53_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_54_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_55_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_56_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_58_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_59_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_60_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_61_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_62_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_63_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_64_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_65_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_66_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_67_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_68_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_69_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_70_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_71_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_72_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_73_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_74_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_75_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_76_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_77_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_81_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_82_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_83_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_84_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_85_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_87_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_89_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_90_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_91_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_92_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_93_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_96_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_97_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_98_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_99_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,I_100_20240404,I,2024-04-04,ピザ,180,木,曇り,141
True,2024-04-04,A_51_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_52_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_53_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_54_20240404,A,2024-04-07,チョコ,150,木,曇り,195
False,2024-04-04,A_55_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_56_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_57_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_58_20240404,A,2024-04-07,チョコ,150,木,曇り,195
False,2024-04-04,A_59_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_60_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_61_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_62_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_63_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_64_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_65_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_66_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_67_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_68_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_69_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_70_20240404,A,2024-04-07,チョコ,150,木,曇り,195
True,2024-04-04,A_71_20240404,A,2024-04-07,チョコ,150,木,曇り,195
False,2024-04-04,B_70_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_71_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_72_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_73_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_74_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_75_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_76_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_77_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_78_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_79_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_80_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_81_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_82_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_83_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_84_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_85_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_86_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_87_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_88_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_89_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_90_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_91_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_92_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_93_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_94_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_95_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_96_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_97_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_98_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_99_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_100_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_101_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_102_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_103_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_104_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_105_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_106_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_107_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_108_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_109_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,B_110_20240404,B,2024-04-06,チョコ,200,木,曇り,195
False,2024-04-04,B_111_20240404,B,2024-04-06,チョコ,200,木,曇り,195
True,2024-04-04,C_70_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_71_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_72_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_73_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_74_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_75_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_76_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_77_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_78_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_79_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_80_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_81_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_82_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_83_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_84_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_85_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_86_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_87_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_88_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_89_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_90_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_91_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_92_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_93_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_94_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_95_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_96_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_97_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_98_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_99_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_100_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_101_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_102_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_103_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_104_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_105_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_106_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_107_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_108_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_109_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_110_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_111_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_112_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_113_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,C_114_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_115_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_116_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_117_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_118_20240404,C,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,C_119_20240404,C,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,E_51_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_52_20240404,E,2024-04-06,チョコ,160,木,曇り,195
True,2024-04-04,E_53_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_54_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_55_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_56_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_57_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_58_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_59_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_60_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_61_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_62_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_63_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_64_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_65_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_66_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_67_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_68_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_69_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_70_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_71_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_72_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_73_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_74_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_75_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_76_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_77_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_78_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_79_20240404,E,2024-04-06,チョコ,160,木,曇り,195
True,2024-04-04,E_80_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_81_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_82_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_83_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_84_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_85_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_86_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_87_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_88_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_89_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_90_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_91_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_92_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_93_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_94_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_95_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_96_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_97_20240404,E,2024-04-06,チョコ,160,木,曇り,195
True,2024-04-04,E_98_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_99_20240404,E,2024-04-06,チョコ,160,木,曇り,195
False,2024-04-04,E_100_20240404,E,2024-04-06,チョコ,160,木,曇り,195
True,2024-04-04,F_74_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_75_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_76_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_77_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_78_20240404,F,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,F_79_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_80_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_81_20240404,F,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,F_82_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_83_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_84_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_85_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_86_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_87_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_88_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_89_20240404,F,2024-04-06,ピザ,220,木,曇り,141
True,2024-04-04,F_90_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_91_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_92_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_93_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_94_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_95_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_96_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_97_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_98_20240404,F,2024-04-06,ピザ,220,木,曇り,141
False,2024-04-04,F_99_20240404,F,2024-04-06,ピザ,220,木,曇り,141
